simulations	assembly	seed	clusterer	adj_rand_index	purity	adj_mutual_info	adj_rand_index_p	homogeneity	completeness	v_measure	n_clusters	n_singletons	n_pairs	st	c	runtime
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	panaroo	0.9995459268348443	0.999635435654393	0.9997302160172368	9.999000099990002e-05	1.0000000000000002	0.9998576022877288	0.9999287960742265	1901	1034	0	aa	0.85	34.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	panta	0.9991918976960534	0.9988997555012225	0.9992486509496082	9.999000099990002e-05	0.9999999999999999	0.9996032293151524	0.9998015752930228	1986	1126	0	aa	0.6	11.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	diamond	0.9783061234651657	1.0	0.9927987194078818	9.999000099990002e-05	0.9960499287119783	1.0	0.9980210558707965	1902	1044	4	aa	0.6	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	diamond	0.9669960055272406	0.9617274077459157	0.9801489309463804	9.999000099990002e-05	0.9998377474089352	0.9896597840129179	0.9947227312632194	2069	1100	45	aa	0.95	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	diamond	0.9870968449742415	1.0	0.9955951742001664	9.999000099990002e-05	0.9975905373154716	1.0	0.9987938155294996	1917	1056	3	aa	0.7	1.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	panta	0.9996488113054464	0.9996332518337409	0.9997167007385395	9.999000099990002e-05	0.9999999999999999	0.9998502892779124	0.9999251390352116	1889	1028	0	aa	0.8	9.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	mmseqs2	0.9964725782093499	1.0	0.9985717096585134	9.999000099990002e-05	0.999221013058294	1.0	0.999610354764872	1932	1067	2	nt	0.7	2.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	cdhit	0.9863657207545724	1.0	0.9954964343694617	9.999000099990002e-05	0.9975362901212792	1.0000000000000002	0.9987666257224438	1919	1060	2	aa	0.7	0.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	panx	0.9998109852631167	1.0	0.9998827922192576	9.999000099990002e-05	0.999937902893933	1.0	0.9999689504829239	1794	993	0	aa	0.5	988.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	ppanggolin	0.9822021626809692	1.0	0.9936631026369513	9.999000099990002e-05	0.9966328032851152	0.9999999999999999	0.9983135623589151	1866	1008	3	aa	0.6	4.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	panx	0.9965598899055711	0.9965402199431608	0.9979350581419335	9.999000099990002e-05	0.9999418045164776	0.9989701785724744	0.9994557554017685	1888	1030	2	aa	0.9	973.0
True	PROKKA_06122025__gr_1e-12_lr_1e-12_mu_1e-14	34	panaroo	0.9654915165137081	0.9590472718434804	0.9773758318926625	9.999000099990002e-05	1.0	0.98845112894201	0.9941920267036511	2060	1073	53	aa	0.95	36.0
